Date;Open;Max;Min;Close
24.09.2018;114620;114650;114590;114640
24.09.2018;114650;114690;114620;114620
24.09.2018;114620;114620;114560;114590
24.09.2018;114590;114600;114520;114530
24.09.2018;114530;114540;114490;114540
24.09.2018;114530;114570;114520;114540
24.09.2018;114550;114590;114550;114580
24.09.2018;114590;114640;114580;114620
24.09.2018;114610;114620;114560;114610
24.09.2018;114600;114610;114570;114590
24.09.2018;114600;114640;114570;114580
24.09.2018;114580;114590;114560;114570
24.09.2018;114570;114580;114520;114550
24.09.2018;114550;114600;114520;114540
24.09.2018;114540;114570;114530;114540
24.09.2018;114540;114540;114460;114500
24.09.2018;114510;114530;114510;114510
24.09.2018;114520;114580;114510;114520
24.09.2018;114520;114580;114520;114560
24.09.2018;114560;114620;114560;114560
24.09.2018;114580;114630;114560;114600
24.09.2018;114610;114640;114610;114610
24.09.2018;114610;114660;114600;114620
24.09.2018;114620;114620;114460;114500
24.09.2018;114490;114520;114460;114480
24.09.2018;114480;114550;114460;114550
24.09.2018;114540;114570;114530;114540
24.09.2018;114540;114550;114500;114520
24.09.2018;114520;114570;114520;114560
24.09.2018;114570;114590;114540;114550
24.09.2018;114550;114580;114510;114560
24.09.2018;114560;114580;114540;114560
24.09.2018;114560;114570;114470;114490
24.09.2018;114500;114520;114470;114490
24.09.2018;114500;114530;114480;114520
24.09.2018;114530;114570;114520;114530
24.09.2018;114540;114540;114500;114520
24.09.2018;114510;114530;114490;114510
24.09.2018;114530;114540;114520;114540
24.09.2018;114530;114540;114490;114490
24.09.2018;114490;114510;114440;114480
24.09.2018;114470;114500;114450;114460
24.09.2018;114450;114500;114450;114490
24.09.2018;114500;114540;114490;114520
24.09.2018;114520;114540;114510;114520
24.09.2018;114520;114540;114510;114520
24.09.2018;114530;114540;114490;114510
24.09.2018;114520;114550;114520;114540
24.09.2018;114530;114580;114530;114570
24.09.2018;114570;114640;114570;114610
24.09.2018;114620;114630;114610;114610
24.09.2018;114610;114660;114590;114630
24.09.2018;114630;114650;114580;114590
24.09.2018;114600;114650;114580;114610
24.09.2018;114600;114640;114600;114600
24.09.2018;114590;114620;114580;114600
24.09.2018;114600;114620;114590;114600
24.09.2018;114600;114660;114590;114650
24.09.2018;114650;114700;114630;114660
24.09.2018;114650;114700;114640;114660
24.09.2018;114660;114790;114650;114740
24.09.2018;114740;114780;114730;114750
24.09.2018;114750;114760;114730;114740
24.09.2018;114740;114760;114710;114740
24.09.2018;114740;114760;114730;114760
24.09.2018;114760;114760;114740;114740
24.09.2018;114750;114760;114720;114730
24.09.2018;114730;114740;114710;114720
24.09.2018;114720;114730;114690;114730
24.09.2018;114740;114740;114710;114730
24.09.2018;114730;114760;114720;114740
24.09.2018;114750;114830;114740;114810
24.09.2018;114800;114810;114750;114760
24.09.2018;114780;114780;114730;114730
24.09.2018;114740;114750;114710;114720
24.09.2018;114730;114770;114720;114760
24.09.2018;114770;114810;114760;114780
24.09.2018;114800;114830;114760;114830
24.09.2018;114820;114880;114820;114880
24.09.2018;114880;114960;114850;114930
24.09.2018;114940;114950;114880;114910
24.09.2018;114910;114940;114900;114930
24.09.2018;114940;115050;114920;114950
24.09.2018;114960;115010;114960;114990
24.09.2018;114990;115080;114930;115000
24.09.2018;114990;115020;114940;114980
24.09.2018;114970;115000;114960;115000
24.09.2018;115000;115000;114910;114920
24.09.2018;114920;114930;114910;114910
24.09.2018;114910;115020;114900;115010
24.09.2018;115000;115000;114920;114970
24.09.2018;114970;114980;114910;114920
24.09.2018;114920;114930;114890;114900
24.09.2018;114900;114970;114900;114960
24.09.2018;114970;114980;114930;114940
24.09.2018;114930;114990;114930;114970
24.09.2018;114970;115020;114950;114990
24.09.2018;114990;114990;114930;114930
24.09.2018;114920;114930;114870;114880
24.09.2018;114870;114880;114840;114880
24.09.2018;114860;114910;114840;114880
24.09.2018;114880;114900;114860;114900
24.09.2018;114900;114900;114850;114870
24.09.2018;114880;114890;114860;114880
24.09.2018;114870;114890;114860;114860
24.09.2018;114850;114890;114850;114890
24.09.2018;114890;114900;114880;114900
24.09.2018;114900;114910;114870;114870
24.09.2018;114870;114870;114850;114870
24.09.2018;114870;114880;114850;114860
24.09.2018;114870;114900;114850;114900
24.09.2018;114880;114900;114880;114880
24.09.2018;114880;114900;114870;114900
24.09.2018;114900;114900;114880;114900
24.09.2018;114900;114920;114890;114910
24.09.2018;114920;114930;114900;114920
24.09.2018;114910;114910;114880;114890
24.09.2018;114890;114890;114880;114880
24.09.2018;114890;114890;114880;114880
24.09.2018;114890;114890;114870;114870
24.09.2018;114870;114880;114870;114880
24.09.2018;114880;114890;114860;114890
24.09.2018;114890;114910;114870;114910
24.09.2018;114910;114970;114890;114950
24.09.2018;114960;114980;114930;114970
24.09.2018;114970;114980;114950;114960
24.09.2018;114960;115030;114960;115020
24.09.2018;115020;115030;114960;114990
24.09.2018;114980;114990;114970;114970
24.09.2018;114950;114970;114950;114970
24.09.2018;114970;115000;114930;114980
24.09.2018;115000;115040;115000;115030
24.09.2018;115020;115030;114980;115000
24.09.2018;115010;115030;115000;115010
24.09.2018;115000;115030;115000;115020
24.09.2018;115030;115050;114990;115020
24.09.2018;115000;115000;114970;114980
24.09.2018;114970;115000;114960;114970
24.09.2018;114980;114980;114960;114960
24.09.2018;114960;114970;114950;114960
24.09.2018;114960;114990;114950;114970
24.09.2018;114980;115000;114940;114990
24.09.2018;115000;115010;114980;114990
24.09.2018;115000;115000;114950;114960
24.09.2018;114950;114970;114940;114960
24.09.2018;114960;114980;114960;114960
24.09.2018;114950;114970;114930;114930
24.09.2018;114930;114970;114920;114970
24.09.2018;114970;114990;114970;114970
24.09.2018;114970;115000;114970;114980
24.09.2018;115000;115020;114980;114990
24.09.2018;114990;115000;114980;114980
24.09.2018;114990;114990;114960;114960
24.09.2018;114970;114970;114930;114940
24.09.2018;114940;114960;114940;114950
24.09.2018;114950;114980;114950;114980
24.09.2018;114980;115000;114980;114990
24.09.2018;115000;115020;114980;115010
24.09.2018;115020;115020;114980;114980
24.09.2018;114980;114980;114980;114980
24.09.2018;114980;114980;114960;114980
24.09.2018;114970;115000;114970;114980
24.09.2018;114970;114980;114960;114980
24.09.2018;114990;114990;114970;114970
24.09.2018;114970;114970;114950;114950
24.09.2018;114960;114970;114940;114970
24.09.2018;114970;115000;114970;115000
24.09.2018;115000;115000;114970;114990
24.09.2018;114970;114980;114960;114970
24.09.2018;114960;114980;114960;114980
24.09.2018;114970;115000;114960;114990
24.09.2018;114990;115030;114990;115030
24.09.2018;115020;115030;115010;115020
24.09.2018;115030;115040;114980;115000
24.09.2018;115010;115010;114980;115000
24.09.2018;115000;115000;114980;114980
24.09.2018;114990;115020;114980;115010
24.09.2018;115020;115020;114980;114980
24.09.2018;114990;114990;114960;114970
24.09.2018;114980;115000;114980;114990
24.09.2018;114990;115020;114990;115000
24.09.2018;115000;115020;115000;115010
24.09.2018;115020;115030;115010;115010
24.09.2018;115010;115020;115010;115020
24.09.2018;115010;115010;115010;115010
24.09.2018;115000;115040;115000;115020
24.09.2018;115000;115010;114980;115000
24.09.2018;114990;115000;114960;114970
24.09.2018;114970;114980;114960;114970
24.09.2018;114980;114980;114960;114960
24.09.2018;114960;115000;114960;114980
24.09.2018;115000;115010;114990;114990
24.09.2018;115000;115030;114990;114990
24.09.2018;115010;115010;114990;115000
24.09.2018;115000;115000;114990;114990
24.09.2018;115000;115000;114990;115000
24.09.2018;115010;115010;115000;115010
24.09.2018;115010;115020;115010;115020
24.09.2018;115000;115020;115000;115020
24.09.2018;115030;115090;115030;115080
24.09.2018;115070;115150;115070;115110
24.09.2018;115100;115120;115080;115110
24.09.2018;115110;115150;115100;115130
24.09.2018;115130;115160;115120;115160
24.09.2018;115140;115170;115090;115090
24.09.2018;115100;115100;115070;115080
24.09.2018;115090;115120;115080;115080
24.09.2018;115080;115080;115060;115070
24.09.2018;115070;115070;115030;115050
24.09.2018;115050;115070;115040;115050
24.09.2018;115070;115070;115040;115040
24.09.2018;115040;115050;115030;115040
24.09.2018;115040;115060;115040;115050
24.09.2018;115050;115050;115040;115040
24.09.2018;115030;115030;115010;115020
24.09.2018;115020;115030;115010;115030
24.09.2018;115040;115050;115010;115030
24.09.2018;115010;115020;115010;115010
24.09.2018;115000;115010;114970;114990
24.09.2018;114990;115010;114980;115000
24.09.2018;115010;115040;115010;115020
24.09.2018;115020;115030;115000;115000
24.09.2018;115000;115010;115000;115000
24.09.2018;115000;115000;114990;115000
24.09.2018;115000;115010;114980;115000
24.09.2018;115000;115010;114990;115000
24.09.2018;115000;115000;114990;114990
24.09.2018;115000;115000;114980;114990
24.09.2018;114980;114990;114980;114990
24.09.2018;114990;114990;114970;114990
24.09.2018;114970;114970;114970;114970
24.09.2018;114980;115010;114970;115000
24.09.2018;115000;115010;114980;115010
24.09.2018;115010;115030;115000;115010
24.09.2018;115000;115010;114980;114980
24.09.2018;114970;114980;114960;114980
24.09.2018;114970;115010;114960;114990
24.09.2018;115000;115010;114970;115000
24.09.2018;115000;115030;114990;115030
24.09.2018;115040;115040;114990;115000
24.09.2018;115000;115020;114990;114990
24.09.2018;115000;115020;114980;115010
24.09.2018;115000;115010;115000;115000
24.09.2018;115020;115020;114980;114980
24.09.2018;115000;115000;114980;114990
24.09.2018;115010;115020;115010;115020
24.09.2018;115000;115040;115000;115030
24.09.2018;115020;115060;115020;115050
24.09.2018;115050;115090;115050;115070
24.09.2018;115060;115070;115060;115060
24.09.2018;115060;115090;115040;115090
24.09.2018;115080;115090;115050;115090
24.09.2018;115080;115080;115060;115060
24.09.2018;115060;115070;115050;115050
24.09.2018;115050;115080;115040;115080
24.09.2018;115050;115080;115040;115060
24.09.2018;115050;115060;115040;115050
24.09.2018;115060;115060;115040;115050
24.09.2018;115050;115050;115030;115040
24.09.2018;115030;115040;115020;115030
24.09.2018;115040;115040;115020;115020
24.09.2018;115040;115050;115040;115040
24.09.2018;115040;115050;115030;115040
24.09.2018;115030;115030;115020;115030
24.09.2018;115020;115030;115010;115030
24.09.2018;115030;115050;115010;115020
24.09.2018;115030;115030;115010;115010
24.09.2018;115010;115020;115010;115010
24.09.2018;115020;115020;115010;115010
24.09.2018;115010;115020;115000;115020
24.09.2018;115030;115030;115000;115020
24.09.2018;115020;115030;115010;115020
24.09.2018;115010;115030;115010;115030
24.09.2018;115030;115030;115030;115030
24.09.2018;115030;115050;115030;115030
24.09.2018;115040;115060;115030;115050
24.09.2018;115060;115090;115040;115050
24.09.2018;115070;115070;115050;115050
24.09.2018;115050;115080;115050;115080
24.09.2018;115050;115070;115050;115070
24.09.2018;115060;115120;115060;115110
24.09.2018;115090;115120;115080;115100
24.09.2018;115100;115100;115080;115080
24.09.2018;115090;115100;115090;115100
24.09.2018;115090;115110;115090;115090
24.09.2018;115090;115110;115090;115110
24.09.2018;115120;115120;115100;115110
24.09.2018;115110;115120;115110;115110
24.09.2018;115100;115110;115100;115100
24.09.2018;115100;115110;115100;115110
24.09.2018;115120;115120;115100;115120
24.09.2018;115100;115120;115100;115110
24.09.2018;115110;115130;115100;115110
24.09.2018;115130;115130;115130;115130
24.09.2018;115130;115140;115110;115110
24.09.2018;115110;115120;115090;115090
24.09.2018;115100;115110;115090;115110
24.09.2018;115110;115130;115110;115110
24.09.2018;115120;115120;115100;115110
24.09.2018;115120;115150;115100;115150
24.09.2018;115150;115150;115120;115120
24.09.2018;115110;115120;115100;115100
